text,labels,label_vector
"Symptoms
 
Other HPV-associated cancers include:AnalOropharyngeal (back of the throat, including the base of the tongue and tonsils)VulvarVaginalPenileTreatmentThere is no treatment for HPV. Nine out of every 10 infections will clear on their own within two years. It is not possible to know which infections will persist and go on to cause further health problems, such as genital warts or cancer.Genital warts can be removed with prescribed medications. Some warts also disappear on their own.HPV-related cancers are most treatable when they are diagnosed and treated early. Starting at age 21, women and people with a cervix should haveroutine cervical Pap testing. Certain people at higher risk for anal cancer, including men who have sex with men, may need routine anal Pap tests. Talk with your primary care provider about your risk and whether you should get tested.PreventionThe best way to prevent HPV is with a vaccine. Condoms and dental dams can lower the chance of spreading HPV, but HPV can still infect areas not covered by the condom or dental dam.The HPV vaccine protects against nine types of HPV, including the types that cause most cervical cancers.The vaccine is up to 99% effectivein preventing cervical, vaginal and vulvar abnormalities, which can develop into cancer if left untreated. The vaccine also protects against most genital warts and anal cancers. Women and people with a cervix who receive the vaccine are less likely to have abnormal Pap tests, cervical pre-cancer and genital warts.The vaccine works best on people who have not been exposed to HPV. If you are sexually active and may have been exposed to HPV, the vaccine can still be effective. The vaccine protects against several types of HPV, and it is likely you may not have been exposed to one of those types of the virus.Most HPV infections are acquired in adolescence and young adulthood. However, having a new sex partner is a risk factor for acquiring a new HPV infection. Adults who are at risk of acquiring a new HPV infection should talk to their health care provider about the vaccine.HPV VaccineExpand AllCollapse AllRecommendationsHPV vaccine is recommended for:Children ages 9 through 12Adolescents and young adults who did not finish the HPV vaccine series when they were youngerPeople up to 26 who were not previously vaccinatedSome adults ages 27 through 45 who were not previously vaccinatedAdolescents who start the series younger than 15 should receive two shots at least six months apart. Anyone who starts the series at 15 or older will require three shots given over six months.Side Effects and SafetyThe HPV vaccine is safe and does not interfere with other vaccines. The HPV vaccine does not cause serious health problems. Serious side effects, such as severe allergic reactions, are rare.Side effects are usually mild and short-lived. They include:Soreness at the injection siteFeverHeadacheNauseaTell your doctor if you have any severe allergies, including to yeast. Anyone who has ever had a serious allergic reaction to any ingredient of the HPV vaccine, or to a previous dose of the HPV vaccine, should not get the vaccine.People with a mild illness, such as a low-grade fever, cold, ear infection or mild diarrhea, can be vaccinated.PregnancyThe vaccine is not recommended for pregnant people and should not be given during pregnancy. However, studies do not show safety concerns for pregnant people or their fetus if vaccine is given.If a person is found to be pregnant after starting the vaccination series, they should wait to finish the series until they are no longer pregnant.People who are nursing may get the vaccine.ConsentTeens in New York State seeking sexual health care services do not need parental or guardian permission to receive the HPV vaccine. The HPV vaccine is available at School Based Health Centers in NYC public schools, pediatrician offices, and other health care settings. Talk to your health care provider to find out if you can get the vaccine on your own.Additional ResourcesGet the HPV Vaccine Palm Card(PDF)Other Languages:Español|Русский|繁體中文|简体中文|Kreyòl ayisyen|한국어|العربية|বাংলা|Italiano|Polski|Français|ײִדיש|اردوGet the HPV Vaccine Poster(PDF)Other Languages:Español|Русский|繁體中文|简体中文|Kreyòl ayisyen|한국어|العربية|বাংলা|Italiano|Polski|Français|ײִדיש|اردوHPV: What Every Teen Needs to Know(PDF)Other Languages:EspañolCDC:HPV Vaccine SafetyVideo:HPV TodayOther Languages:EspañolMore InformationCervical CancerOral HealthOral Health: AdultSexual Health Clinics","['No Cure', 'Sexual Spread', 'Cancer Prevention', 'Cause of Cancer', 'Highly Effective', 'Number Doses', 'Side Effects', 'Rec-Children', 'Stance-Recommend', 'Source Credibility']","[0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1]"
"Prevention
 
The best way to prevent HPV is with a vaccine. Condoms and dental dams can lower the chance of spreading HPV, but HPV can still infect areas not covered by the condom or dental dam.",['Prevent Spread'],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"Prevention
 
The HPV vaccine protects against nine types of HPV, including the types that cause most cervical cancers.The vaccine is up to 99% effectivein preventing cervical, vaginal and vulvar abnormalities, which can develop into cancer if left untreated. The vaccine also protects against most genital warts and anal cancers. Women and people with a cervix who receive the vaccine are less likely to have abnormal Pap tests, cervical pre-cancer and genital warts.","['Cause of Cervical Cancer', 'Cancer Prevention', 'Cause of Cancer', 'Highly Effective']","[0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"Prevention
 
The vaccine works best on people who have not been exposed to HPV. If you are sexually active and may have been exposed to HPV, the vaccine can still be effective. The vaccine protects against several types of HPV, and it is likely you may not have been exposed to one of those types of the virus.",['Prevent Spread'],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"Prevention
 
Most HPV infections are acquired in adolescence and young adulthood. However, having a new sex partner is a risk factor for acquiring a new HPV infection. Adults who are at risk of acquiring a new HPV infection should talk to their health care provider about the vaccine.HPV VaccineExpand AllCollapse AllRecommendationsHPV vaccine is recommended for:Children ages 9 through 12Adolescents and young adults who did not finish the HPV vaccine series when they were youngerPeople up to 26 who were not previously vaccinatedSome adults ages 27 through 45 who were not previously vaccinatedAdolescents who start the series younger than 15 should receive two shots at least six months apart. Anyone who starts the series at 15 or older will require three shots given over six months.Side Effects and SafetyThe HPV vaccine is safe and does not interfere with other vaccines. The HPV vaccine does not cause serious health problems. Serious side effects, such as severe allergic reactions, are rare.Side effects are usually mild and short-lived. They include:Soreness at the injection siteFeverHeadacheNauseaTell your doctor if you have any severe allergies, including to yeast. Anyone who has ever had a serious allergic reaction to any ingredient of the HPV vaccine, or to a previous dose of the HPV vaccine, should not get the vaccine.People with a mild illness, such as a low-grade fever, cold, ear infection or mild diarrhea, can be vaccinated.PregnancyThe vaccine is not recommended for pregnant people and should not be given during pregnancy. However, studies do not show safety concerns for pregnant people or their fetus if vaccine is given.If a person is found to be pregnant after starting the vaccination series, they should wait to finish the series until they are no longer pregnant.People who are nursing may get the vaccine.ConsentTeens in New York State seeking sexual health care services do not need parental or guardian permission to receive the HPV vaccine. The HPV vaccine is available at School Based Health Centers in NYC public schools, pediatrician offices, and other health care settings. Talk to your health care provider to find out if you can get the vaccine on your own.Additional ResourcesGet the HPV Vaccine Palm Card(PDF)Other Languages:Español|Русский|繁體中文|简体中文|Kreyòl ayisyen|한국어|العربية|বাংলা|Italiano|Polski|Français|ײִדיש|اردوGet the HPV Vaccine Poster(PDF)Other Languages:Español|Русский|繁體中文|简体中文|Kreyòl ayisyen|한국어|العربية|বাংলা|Italiano|Polski|Français|ײִדיש|اردوHPV: What Every Teen Needs to Know(PDF)Other Languages:EspañolCDC:HPV Vaccine SafetyVideo:HPV TodayOther Languages:EspañolMore InformationCervical CancerOral HealthOral Health: AdultSexual Health Clinics","['Sexual Spread', 'Number Doses', 'Side Effects', 'Rec-Children', 'Stance-Recommend', 'Source Credibility']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1]"
"HPV Vaccine
 
Children ages 9 through 12",['Rec-Children'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"HPV Vaccine
 
Adolescents and young adults who did not finish the HPV vaccine series when they were younger",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"HPV Vaccine
 
People up to 26 who were not previously vaccinated",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"HPV Vaccine
 
Some adults ages 27 through 45 who were not previously vaccinated",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"HPV Vaccine
 
Adolescents who start the series younger than 15 should receive two shots at least six months apart. Anyone who starts the series at 15 or older will require three shots given over six months.","['Number Doses', 'Rec-Children']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
"HPV Vaccine
 
The vaccine is not recommended for pregnant people and should not be given during pregnancy. However, studies do not show safety concerns for pregnant people or their fetus if vaccine is given.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"HPV Vaccine
 
If a person is found to be pregnant after starting the vaccination series, they should wait to finish the series until they are no longer pregnant.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"HPV Vaccine
 
People who are nursing may get the vaccine.",['Stance-Optional'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"HPV Vaccine
 
Teens in New York State seeking sexual health care services do not need parental or guardian permission to receive the HPV vaccine. The HPV vaccine is available at School Based Health Centers in NYC public schools, pediatrician offices, and other health care settings. Talk to your health care provider to find out if you can get the vaccine on your own.",['Rec-Children'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"Additional Resources
 
Get the HPV Vaccine Palm Card(PDF)Other Languages:Español|Русский|繁體中文|简体中文|Kreyòl ayisyen|한국어|العربية|বাংলা|Italiano|Polski|Français|ײִדיש|اردو",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Page-start
 
Vaccine information for the general public",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Page-start
 
HPV vaccine information for parents and caregivers","['Rec-Children', 'Source Credibility']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]"
"What you need to know about HPV and HPV-related cancers
 
Check out thisHPV Vaccine: Long-Lasting Cancer Protection infographic (PDF)|(DOCX)for more information on HPV and HPV vaccine in Massachusetts.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"What you need to know about HPV and HPV-related cancers
 
cancers of the cervix, vagina, and vulva in women;",['Cause of Cancer'],"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"What you need to know about HPV and HPV-related cancers
 
cancers of the anus and back of the throat, including the base of the tongue and tonsils (oropharynx), in both women and men.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"What you need to know about HPV and HPV-related cancers
 
Every year in the United States,HPV causes around 33,700 cancers in men and women. HPV vaccination can prevent most of the cancers (about 31,000) from occurring.Oropharyngeal cancerhas surpassed cervical cancer as the most common HPV-related cancer.","['Cancer Prevention', 'Cause of Cancer', 'Prevent Spread', 'Highly Effective']","[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
"What you need to know about HPV and HPV-related cancers
 
If your teen hasn’t gotten the vaccine yet, talk to their doctor or nurse about getting it for them as soon as possible. If your child is older than 14 years, three shots will need to be given over 6 months. Also, three doses are still recommended for people with certain immunocompromising conditions aged 9 through 26 years.","['Number Doses', 'Rec-Children']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
"What you need to know about HPV and HPV-related cancers
 
Teen boys and girls who did not start or finish the HPV vaccine series when they were younger should get it now. You can also visit theHPV Frequently Asked Questionspage for more information.","['Rec-Children', 'Rec-Male Femle']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
"What you need to know about HPV and HPV-related cancers
 
HPV vaccine is also recommended for people aged 27 through 45 years in certain circumstances.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"What you need to know about HPV and HPV-related cancers
 
Some adults age 27 through 45 years who are not already vaccinated may decide to get HPV vaccine after speaking with their doctor about their risk for new HPV infections and the possible benefits of vaccination for them.",['Stance-Optional'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"What you need to know about HPV and HPV-related cancers
 
HPV vaccination in this age range provides less benefit, because more people in this age range have already been exposed to HPV.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"What you need to know about HPV and HPV-related cancers
 
Remember, boys need HPV vaccine, too. Here’s why.",['Rec-Children'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"What you need to know about HPV and HPV-related cancers
 
Every year in the United States around 12,000 men get cancers caused by human papillomavirus (HPV) infections. HPV infections that don’t go away can causecancers of the anus and rectum, mouth/throat (oropharynx), and penis in men.Oropharyngeal cancerhas surpassed cervical cancer as the most common HPV-related cancer.",['Cause of Cancer'],"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"What you need to know about HPV and HPV-related cancers
 
Cases of anal cancer and cancers of the mouth/throat are on the rise. Unlike cervical cancer, there are no screening tests for these cancers, so they are often caught at a later stage when they are more difficult to treat.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"What you need to know about HPV and HPV-related cancers
 
Many of the cancers caused by HPV infection in both men and women could be prevented byHPV vaccination.","['Cancer Prevention', 'Cause of Cancer', 'Prevent Spread', 'Rec-Male Femle']","[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]"
"Massachusetts Partners in HPV Education and Prevention
 
TheMassachusetts HPV Coalitionbrings together many partners to reduce the incidence of HPV and HPV-related cancer by highlighting the connection between HPV and cancer. The Coalition members also coordinate efforts to increase statewide HPV vaccination rates. Membership is open to any person, organization, nonprofit, or institution interested in work surrounding HPV.The Massachusetts Oral HPV Prevention Taskforce, which is a subset of the larger HPV Coalition, aims to educate the dental community about the connection between HPV and HPV-related cancers. They created theDental Toolkitto provide dental professionals resources to encourage, and prepare, them for conversations with patients about HPV-related cancer and the HPV vaccine as a cancer prevention tool.","['Cancer Prevention', 'Cause of Cancer', 'Prevent Spread', 'Source Credibility']","[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
"Massachusetts Partners in HPV Education and Prevention
 
Team Maureen, a cervical cancer advocacy organization, in conjunction with Cape Cod Health Care, the Falmouth Hospital Cancer Committee, and Brian Switzer, releasedthis videodiscussing the importance of getting the HPV vaccine at 11 - 12 years old.","['Rec-Children', 'Stance-Recommend', 'Source Credibility']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]"
"Related
 
Preteen vaccine information for parents and caregivers",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Section Menu
 
UNIT LINKSMaryland Comprehensive Cancer Control PlanCRF Cancer Prevention, Education, Screening, and Treatment ProgramIncreasing HPV VaccinationCurrently selectedData and ReportsEducation and Training MaterialsLegislation and RegulationResourcesFrequently Asked QuestionsAbout UsHealth Officer Memos",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
